Företagsnamn,Organisationsnummer,Omsättning,Antal Anställda,Bransch,Stad,E-post
Företag 4739 AB,429513-9247,38542676.51,327,Finans,Malmö,kontakt@företag4739ab.se
Företag 4740 AB,310642-1301,39171462.28,65,Transport,Stockholm,kontakt@företag4740ab.se
Företag 4741 AB,307634-5898,36922504.27,193,IT,Uppsala,kontakt@företag4741ab.se
Företag 4742 AB,891544-8464,20535915.19,242,Bygg,Göteborg,kontakt@företag4742ab.se
Företag 4743 AB,791243-2662,18550762.19,51,Utbildning,Malmö,kontakt@företag4743ab.se
Företag 4744 AB,550363-2071,30611781.25,440,IT,Örebro,kontakt@företag4744ab.se
Företag 4745 AB,312891-2316,35513811.36,399,Finans,Malmö,kontakt@företag4745ab.se
Företag 4746 AB,260386-2087,35737185.12,118,IT,Stockholm,kontakt@företag4746ab.se
Företag 4747 AB,863143-6073,16593065.3,52,Utbildning,Västerås,kontakt@företag4747ab.se
Företag 4748 AB,438462-3761,48016033.22,222,IT,Göteborg,kontakt@företag4748ab.se
Företag 4749 AB,493195-6911,7410386.09,402,IT,Örebro,kontakt@företag4749ab.se
Företag 4750 AB,165750-7763,39475796.02,296,Hälsa,Linköping,kontakt@företag4750ab.se
Företag 4751 AB,379385-2473,39735642.16,452,Finans,Västerås,kontakt@företag4751ab.se
Företag 4752 AB,534076-2817,46043401.41,454,Utbildning,Göteborg,kontakt@företag4752ab.se
Företag 4753 AB,873762-2664,9212745.15,82,Bygg,Malmö,kontakt@företag4753ab.se
Företag 4754 AB,527338-4279,26439334.9,17,Finans,Malmö,kontakt@företag4754ab.se
Företag 4755 AB,135447-3037,45476219.0,179,Utbildning,Örebro,kontakt@företag4755ab.se
Företag 4756 AB,165743-8650,12209272.68,243,Handel,Örebro,kontakt@företag4756ab.se
Företag 4757 AB,979331-5380,4476421.86,377,Bygg,Stockholm,kontakt@företag4757ab.se
Företag 4758 AB,908491-3636,13100998.23,421,Bygg,Malmö,kontakt@företag4758ab.se
Företag 4759 AB,548464-9420,3152901.21,237,IT,Stockholm,fel@epost
Företag 4760 AB,621491-5804,42683023.74,385,Finans,Göteborg,kontakt@företag4760ab.se
Företag 4761 AB,829565-4109,644387.84,390,IT,Stockholm,kontakt@företag4761ab.se
Företag 4762 AB,301888-4480,12388344.71,394,Finans,Malmö,kontakt@företag4762ab.se
Företag 4763 AB,798286-6700,31892829.85,20,Finans,Örebro,kontakt@företag4763ab.se
Företag 4764 AB,449840-1764,29739065.64,164,Transport,Uppsala,kontakt@företag4764ab.se
Företag 4765 AB,350578-6423,34880761.74,124,Utbildning,Örebro,kontakt@företag4765ab.se
Företag 4766 AB,198224-179X,3518502.98,352,Transport,Stockholm,kontakt@företag4766ab.se
Företag 4767 AB,988874-8785,6176765.87,337,Utbildning,Uppsala,kontakt@företag4767ab.se
Företag 4768 AB,945746-3476,9679102.15,401,IT,Göteborg,kontakt@företag4768ab.se
Företag 4769 AB,717926-882X,11190539.37,412,Finans,Västerås,kontakt@företag4769ab.se
Företag 4770 AB,135657-6104,37317221.23,86,Finans,Örebro,kontakt@företag4770ab.se
Företag 4771 AB,129361-4895,17346460.52,340,Handel,Göteborg,kontakt@företag4771ab.se
Företag 4772 AB,518337-3992,16581951.28,444,Bygg,Örebro,kontakt@företag4772ab.se
Företag 4773 AB,229617-4220,48381735.85,197,Utbildning,Örebro,fel@epost
Företag 4774 AB,770496-1006,3854030.08,79,Bygg,Linköping,kontakt@företag4774ab.se
Företag 4775 AB,770933-7857,12207920.81,288,Hälsa,Linköping,kontakt@företag4775ab.se
Företag 4776 AB,730778-7657,29491403.57,279,Handel,Malmö,kontakt@företag4776ab.se
Företag 4777 AB,146866-9060,16221226.66,145,Bygg,Örebro,kontakt@företag4777ab.se
Företag 4778 AB,521468-5768,8326254.33,312,Transport,Linköping,kontakt@företag4778ab.se
Företag 4779 AB,146682-6510,38066023.83,240,Transport,Linköping,kontakt@företag4779ab.se
Företag 4780 AB,333272-6175,14880646.38,474,Handel,Uppsala,kontakt@företag4780ab.se
Företag 4781 AB,127957-9276,22189330.85,191,Finans,Uppsala,kontakt@företag4781ab.se
Företag 4782 AB,758190-9832,16045915.97,225,Utbildning,Stockholm,kontakt@företag4782ab.se
Företag 4783 AB,328649-6470,39264081.09,204,Hälsa,Malmö,kontakt@företag4783ab.se
Företag 4784 AB,929666-7232,32327434.96,100,IT,Uppsala,kontakt@företag4784ab.se
Företag 4785 AB,166453-5003,8945992.93,273,IT,Västerås,kontakt@företag4785ab.se
Företag 4786 AB,424467-8931,42295187.96,17,IT,Stockholm,kontakt@företag4786ab.se
Företag 4787 AB,688943-6840,2924709.87,125,Finans,Uppsala,kontakt@företag4787ab.se
Företag 4788 AB,797863-6894,37812079.25,477,Utbildning,Göteborg,kontakt@företag4788ab.se
Företag 4789 AB,856152-7199,34656481.12,148,Finans,Örebro,kontakt@företag4789ab.se
Företag 4790 AB,898639-7346,36806574.7,145,IT,Västerås,kontakt@företag4790ab.se
Företag 4791 AB,862953-4507,46213000.19,216,Finans,Örebro,kontakt@företag4791ab.se
Företag 4792 AB,581382-9762,27388555.63,232,Utbildning,Uppsala,kontakt@företag4792ab.se
Företag 4793 AB,341946-2398,42904969.35,349,Bygg,Uppsala,kontakt@företag4793ab.se
Företag 4794 AB,691619-1042,29681314.75,378,Bygg,Örebro,kontakt@företag4794ab.se
Företag 4795 AB,201790-2767,26641470.01,310,Bygg,Västerås,fel@epost
Företag 4796 AB,622274-3619,19047704.68,242,IT,Linköping,kontakt@företag4796ab.se
Företag 4797 AB,464958-7942,30353345.58,481,Finans,Göteborg,kontakt@företag4797ab.se
Företag 4798 AB,503902-8864,4106872.85,476,Hälsa,Göteborg,kontakt@företag4798ab.se
Företag 4799 AB,792012-1272,19787505.88,252,Handel,Uppsala,kontakt@företag4799ab.se
Företag 4800 AB,822449-2170,33261531.3,357,Finans,Uppsala,kontakt@företag4800ab.se
Företag 4801 AB,844534-9654,32041007.01,305,Utbildning,Göteborg,kontakt@företag4801ab.se
Företag 4802 AB,514169-7807,29811412.8,478,Handel,Örebro,kontakt@företag4802ab.se
Företag 4803 AB,398770-8846,35230806.62,415,Finans,Malmö,kontakt@företag4803ab.se
Företag 4804 AB,510443-5292,12803988.71,5,Utbildning,Örebro,kontakt@företag4804ab.se
Företag 4805 AB,437724-5591,27141092.16,357,Bygg,Stockholm,kontakt@företag4805ab.se
Företag 4806 AB,520343-6915,42645254.88,54,Transport,Stockholm,fel@epost
Företag 4807 AB,489116-8960,29364203.8,88,Bygg,Uppsala,kontakt@företag4807ab.se
Företag 4808 AB,232948-6613,36483757.2,143,Utbildning,Stockholm,kontakt@företag4808ab.se
Företag 4809 AB,308981-7405,19396738.29,476,Hälsa,Örebro,kontakt@företag4809ab.se
Företag 4810 AB,168907-6009,2239716.06,264,Finans,Örebro,kontakt@företag4810ab.se
Företag 4811 AB,730624-3267,49655818.77,8,Hälsa,Västerås,kontakt@företag4811ab.se
Företag 4812 AB,366371-9901,43840154.17,187,Utbildning,Malmö,kontakt@företag4812ab.se
Företag 4813 AB,693826-6387,7416825.77,315,Bygg,Malmö,kontakt@företag4813ab.se
Företag 4814 AB,366294-9327,5269328.29,432,Handel,Uppsala,kontakt@företag4814ab.se
Företag 4815 AB,163389-2234,13544204.97,315,Finans,Uppsala,kontakt@företag4815ab.se
Företag 4816 AB,997253-9618,13619488.3,288,Bygg,Uppsala,kontakt@företag4816ab.se
Företag 4817 AB,410306-7116,6764861.65,132,Bygg,Örebro,kontakt@företag4817ab.se
Företag 4818 AB,214285-3179,15488093.9,258,Transport,Stockholm,kontakt@företag4818ab.se
Företag 4819 AB,385649-7105,675166.86,410,IT,Stockholm,kontakt@företag4819ab.se
Företag 4820 AB,839300-9070,8099731.6,250,Hälsa,Stockholm,kontakt@företag4820ab.se
Företag 4821 AB,640783-9172,6138803.79,477,Utbildning,Linköping,kontakt@företag4821ab.se
Företag 4822 AB,854218-8769,14159419.04,278,Bygg,Stockholm,kontakt@företag4822ab.se
Företag 4823 AB,740738-5521,31284806.49,89,Transport,Linköping,kontakt@företag4823ab.se
Företag 4824 AB,342286-6894,17277014.5,144,IT,Malmö,kontakt@företag4824ab.se
Företag 4825 AB,887187-8615,38066064.23,385,Hälsa,Örebro,kontakt@företag4825ab.se
Företag 4826 AB,861602-2040,20112505.97,267,IT,Göteborg,kontakt@företag4826ab.se
Företag 4827 AB,655082-9134,10357084.65,94,Bygg,Örebro,kontakt@företag4827ab.se
Företag 4828 AB,248148-7506,44255930.74,466,Handel,Göteborg,kontakt@företag4828ab.se
Företag 4829 AB,607734-5237,22766968.45,263,Finans,Västerås,kontakt@företag4829ab.se
Företag 4830 AB,718659-772X,49580760.76,449,Utbildning,Stockholm,kontakt@företag4830ab.se
Företag 4831 AB,204777-3165,28323798.96,216,Hälsa,Uppsala,kontakt@företag4831ab.se
Företag 4832 AB,543991-9470,28435277.61,97,IT,Linköping,kontakt@företag4832ab.se
Företag 4833 AB,129846-3962,14000613.09,34,Utbildning,Örebro,kontakt@företag4833ab.se
Företag 4834 AB,829311-2494,32948828.6,322,Handel,Örebro,kontakt@företag4834ab.se
Företag 4835 AB,156884-3140,12259994.57,247,Transport,Stockholm,kontakt@företag4835ab.se
Företag 4836 AB,899010-1227,45140737.45,76,IT,Malmö,kontakt@företag4836ab.se
Företag 4837 AB,739629-3004,38592710.69,277,Finans,Örebro,kontakt@företag4837ab.se
Företag 4838 AB,552686-9753,49356915.25,336,Handel,Västerås,kontakt@företag4838ab.se
Företag 4839 AB,156546-9461,3886738.14,221,Bygg,Göteborg,kontakt@företag4839ab.se
Företag 4840 AB,942911-5208,15953878.03,47,Transport,Linköping,kontakt@företag4840ab.se
Företag 4841 AB,283282-2539,25847304.36,378,Utbildning,Stockholm,kontakt@företag4841ab.se
Företag 4842 AB,806211-4166,40590954.32,280,Finans,Malmö,fel@epost
Företag 4843 AB,766278-5688,4450275.07,72,Hälsa,Stockholm,kontakt@företag4843ab.se
Företag 4844 AB,908152-7550,32267297.52,119,Utbildning,Örebro,kontakt@företag4844ab.se
Företag 4845 AB,507886-4413,43939303.35,398,Bygg,Linköping,kontakt@företag4845ab.se
Företag 4846 AB,436759-4154,1437267.73,26,Hälsa,Uppsala,kontakt@företag4846ab.se
Företag 4847 AB,333793-6485,43977343.11,183,Bygg,Malmö,kontakt@företag4847ab.se
Företag 4848 AB,661312-4245,31148435.05,254,Finans,Stockholm,kontakt@företag4848ab.se
Företag 4849 AB,440342-165X,32676858.54,81,Handel,Linköping,kontakt@företag4849ab.se
Företag 4850 AB,180093-6757,7733667.27,26,Utbildning,Uppsala,kontakt@företag4850ab.se
Företag 4851 AB,657029-7068,44053974.65,341,Transport,Göteborg,kontakt@företag4851ab.se
Företag 4852 AB,823963-2564,46847927.86,399,Bygg,Linköping,kontakt@företag4852ab.se
Företag 4853 AB,783768-6998,23648419.37,333,IT,Linköping,kontakt@företag4853ab.se
Företag 4854 AB,349732-9146,29689017.92,205,Bygg,Malmö,kontakt@företag4854ab.se
Företag 4855 AB,883609-492X,20476914.9,397,IT,Malmö,kontakt@företag4855ab.se
Företag 4856 AB,586529-7715,38355400.86,57,Hälsa,Malmö,kontakt@företag4856ab.se
Företag 4857 AB,952051-3149,43959915.17,318,IT,Västerås,fel@epost
Företag 4858 AB,248228-4012,37659802.97,242,Bygg,Linköping,kontakt@företag4858ab.se
Företag 4859 AB,407817-5996,14190134.23,275,IT,Linköping,kontakt@företag4859ab.se
Företag 4860 AB,675290-8224,22855091.25,268,Bygg,Örebro,kontakt@företag4860ab.se
Företag 4861 AB,829308-7095,31536247.39,400,Transport,Stockholm,kontakt@företag4861ab.se
Företag 4862 AB,523653-5878,23192811.72,161,Utbildning,Malmö,kontakt@företag4862ab.se
Företag 4863 AB,856777-1540,45925855.47,43,IT,Malmö,kontakt@företag4863ab.se
Företag 4864 AB,318684-9859,6191844.47,153,IT,Uppsala,kontakt@företag4864ab.se
Företag 4865 AB,162795-8021,32253611.42,431,Handel,Linköping,kontakt@företag4865ab.se
Företag 4866 AB,892257-4368,26879194.16,246,Utbildning,Göteborg,kontakt@företag4866ab.se
Företag 4867 AB,345228-6093,37262439.76,229,Bygg,Västerås,kontakt@företag4867ab.se
Företag 4868 AB,961602-1855,14142466.95,185,Bygg,Göteborg,kontakt@företag4868ab.se
Företag 4869 AB,412965-6069,39663195.01,268,Bygg,Göteborg,kontakt@företag4869ab.se
Företag 4870 AB,324716-5205,34828274.58,448,Hälsa,Linköping,kontakt@företag4870ab.se
Företag 4871 AB,296521-2201,1835119.6,252,Transport,Linköping,kontakt@företag4871ab.se
Företag 4872 AB,306379-1025,5495888.39,93,Bygg,Malmö,kontakt@företag4872ab.se
Företag 4873 AB,503427-7573,27583403.87,159,Hälsa,Örebro,kontakt@företag4873ab.se
Företag 4874 AB,287745-3119,8102718.77,484,Hälsa,Västerås,kontakt@företag4874ab.se
Företag 4875 AB,145637-1893,23923865.67,188,Utbildning,Linköping,kontakt@företag4875ab.se
Företag 4876 AB,577178-8009,46926378.25,209,Bygg,Göteborg,kontakt@företag4876ab.se
Företag 4877 AB,394497-3279,26956400.76,471,IT,Västerås,kontakt@företag4877ab.se
Företag 4878 AB,586346-4377,9773551.52,169,Finans,Västerås,fel@epost
Företag 4879 AB,401996-907X,24124554.64,53,IT,Örebro,kontakt@företag4879ab.se
Företag 4880 AB,467179-4086,37043270.51,269,Bygg,Stockholm,kontakt@företag4880ab.se
Företag 4881 AB,118917-3039,19503137.86,13,Transport,Malmö,kontakt@företag4881ab.se
Företag 4882 AB,278559-2317,8726850.92,353,Hälsa,Göteborg,kontakt@företag4882ab.se
Företag 4883 AB,562182-8212,3278094.34,225,Utbildning,Malmö,kontakt@företag4883ab.se
Företag 4884 AB,690552-4866,16155410.44,72,IT,Malmö,kontakt@företag4884ab.se
Företag 4885 AB,422707-9005,31713002.09,147,Hälsa,Örebro,kontakt@företag4885ab.se
Företag 4886 AB,534986-7114,3056834.26,482,Bygg,Stockholm,kontakt@företag4886ab.se
Företag 4887 AB,680194-1231,25741192.93,219,Finans,Västerås,kontakt@företag4887ab.se
Företag 4888 AB,269711-6456,20400350.42,137,Finans,Uppsala,kontakt@företag4888ab.se
Företag 4889 AB,617591-9978,37612534.26,78,Handel,Stockholm,kontakt@företag4889ab.se
Företag 4890 AB,294598-6488,23529821.25,52,Transport,Linköping,fel@epost
Företag 4891 AB,912811-5974,26178763.71,380,Bygg,Uppsala,kontakt@företag4891ab.se
Företag 4892 AB,931128-3312,40001503.83,208,Finans,Västerås,kontakt@företag4892ab.se
Företag 4893 AB,847330-9207,23400741.68,257,Bygg,Örebro,kontakt@företag4893ab.se
Företag 4894 AB,226308-6156,32614208.17,181,Hälsa,Uppsala,kontakt@företag4894ab.se
Företag 4895 AB,305898-3301,45595269.65,111,Bygg,Uppsala,kontakt@företag4895ab.se
Företag 4896 AB,121239-7443,45670071.37,245,Handel,Uppsala,kontakt@företag4896ab.se
Företag 4897 AB,716928-9571,45005197.84,198,Transport,Uppsala,kontakt@företag4897ab.se
Företag 4898 AB,730352-5856,9350548.25,207,Finans,Göteborg,kontakt@företag4898ab.se
Företag 4899 AB,201613-5094,7402197.61,274,IT,Linköping,kontakt@företag4899ab.se
Företag 4900 AB,393231-6015,49399488.21,127,Utbildning,Malmö,kontakt@företag4900ab.se
Företag 4901 AB,373051-3286,17777982.41,430,Transport,Göteborg,kontakt@företag4901ab.se
Företag 4902 AB,253063-9472,17863782.58,464,Finans,Örebro,kontakt@företag4902ab.se
Företag 4903 AB,286330-1194,42702906.41,72,Hälsa,Malmö,kontakt@företag4903ab.se
Företag 4904 AB,871135-3380,31566922.61,147,Hälsa,Örebro,kontakt@företag4904ab.se
Företag 4905 AB,428872-5739,33190862.35,208,Finans,Stockholm,kontakt@företag4905ab.se
Företag 4906 AB,442055-5377,354836.07,95,Handel,Västerås,kontakt@företag4906ab.se
Företag 4907 AB,561097-3823,45189165.34,78,Finans,Linköping,kontakt@företag4907ab.se
Företag 4908 AB,897534-4934,25218863.31,312,Transport,Västerås,kontakt@företag4908ab.se
Företag 4909 AB,464573-9020,48926052.48,398,Transport,Stockholm,kontakt@företag4909ab.se
Företag 4910 AB,678186-4255,44648138.88,156,Utbildning,Uppsala,kontakt@företag4910ab.se
Företag 4911 AB,367980-7656,21438971.13,487,IT,Örebro,kontakt@företag4911ab.se
Företag 4912 AB,532051-3808,11390546.79,25,Utbildning,Västerås,kontakt@företag4912ab.se
Företag 4913 AB,163972-4655,21750420.68,207,Finans,Malmö,kontakt@företag4913ab.se
Företag 4914 AB,459869-6032,9436959.09,206,IT,Uppsala,kontakt@företag4914ab.se
Företag 4915 AB,116588-2748,11824363.99,409,IT,Örebro,kontakt@företag4915ab.se
Företag 4916 AB,946791-8926,20365220.32,257,Finans,Linköping,kontakt@företag4916ab.se
Företag 4917 AB,489245-8533,49266232.03,15,IT,Malmö,kontakt@företag4917ab.se
Företag 4918 AB,585937-3907,4208479.8,389,IT,Stockholm,kontakt@företag4918ab.se
Företag 4919 AB,487093-6234,31107910.31,255,Utbildning,Uppsala,kontakt@företag4919ab.se
Företag 4920 AB,814330-4477,47221960.67,193,Finans,Stockholm,kontakt@företag4920ab.se
Företag 4921 AB,374267-7291,28508582.65,283,IT,Göteborg,kontakt@företag4921ab.se
Företag 4922 AB,866498-1361,39155612.21,453,Bygg,Stockholm,kontakt@företag4922ab.se
Företag 4923 AB,206526-9453,44760187.58,497,Handel,Göteborg,kontakt@företag4923ab.se
Företag 4924 AB,244444-4530,41418712.06,368,Handel,Västerås,kontakt@företag4924ab.se
Företag 4925 AB,710203-4881,16076995.72,39,Transport,Malmö,kontakt@företag4925ab.se
Företag 4926 AB,260585-7613,31531844.58,53,Handel,Göteborg,kontakt@företag4926ab.se
Företag 4927 AB,268182-9000,1112756.29,85,Transport,Göteborg,kontakt@företag4927ab.se
Företag 4928 AB,650067-1023,29196368.92,367,Finans,Västerås,kontakt@företag4928ab.se
Företag 4929 AB,675820-8056,48209159.58,93,Hälsa,Stockholm,fel@epost
Företag 4930 AB,394081-4381,8461655.06,272,Bygg,Stockholm,kontakt@företag4930ab.se
Företag 4931 AB,349334-6239,12690779.99,280,Utbildning,Örebro,kontakt@företag4931ab.se
Företag 4932 AB,374029-3449,30975265.41,77,Finans,Västerås,kontakt@företag4932ab.se
Företag 4933 AB,799095-6701,12887587.51,17,Bygg,Uppsala,kontakt@företag4933ab.se
Företag 4934 AB,982753-3337,11841985.44,293,IT,Malmö,kontakt@företag4934ab.se
Företag 4935 AB,940882-4872,48684061.42,203,Hälsa,Malmö,kontakt@företag4935ab.se
Företag 4936 AB,237926-3219,12438767.04,31,Bygg,Uppsala,kontakt@företag4936ab.se
Företag 4937 AB,919426-1732,40653147.94,25,Transport,Göteborg,kontakt@företag4937ab.se
Företag 4938 AB,267821-8611,42359819.2,284,Transport,Malmö,kontakt@företag4938ab.se
Företag 4939 AB,313985-8845,12346446.74,277,Finans,Malmö,kontakt@företag4939ab.se
Företag 4940 AB,352864-7389,39171160.71,236,Finans,Stockholm,kontakt@företag4940ab.se
Företag 4941 AB,804124-3695,11884081.78,-5,Finans,Västerås,fel@epost
Företag 4942 AB,883815-6787,8492989.73,59,Hälsa,Linköping,kontakt@företag4942ab.se
Företag 4943 AB,905794-3661,26797647.58,16,Transport,Göteborg,kontakt@företag4943ab.se
Företag 4944 AB,842068-4058,46452110.67,367,Finans,Linköping,kontakt@företag4944ab.se
Företag 4945 AB,580147-4458,39568804.94,253,Utbildning,Uppsala,kontakt@företag4945ab.se
Företag 4946 AB,332885-9682,7735484.04,344,Utbildning,Göteborg,kontakt@företag4946ab.se
Företag 4947 AB,166991-4130,36419778.28,23,Transport,Örebro,kontakt@företag4947ab.se
Företag 4948 AB,644548-853X,48957602.45,317,IT,Uppsala,kontakt@företag4948ab.se
Företag 4949 AB,232321-4386,16328631.46,71,Hälsa,Uppsala,kontakt@företag4949ab.se
Företag 4950 AB,281100-1430,45436844.58,463,Finans,Örebro,kontakt@företag4950ab.se
Företag 4951 AB,250500-9906,44322568.39,360,Bygg,Västerås,kontakt@företag4951ab.se
Företag 4952 AB,806346-9375,13268536.65,343,Finans,Linköping,kontakt@företag4952ab.se
Företag 4953 AB,792262-7224,9867447.54,8,Bygg,Uppsala,kontakt@företag4953ab.se
Företag 4954 AB,504913-7696,828464.71,176,Bygg,Malmö,kontakt@företag4954ab.se
Företag 4955 AB,179781-7106,46213388.25,421,Handel,Linköping,kontakt@företag4955ab.se
Företag 4956 AB,287437-8633,38436123.87,57,Handel,Malmö,kontakt@företag4956ab.se
Företag 4957 AB,805942-7692,37619366.07,106,IT,Linköping,kontakt@företag4957ab.se
Företag 4958 AB,272321-2555,11391924.24,227,IT,Stockholm,kontakt@företag4958ab.se
Företag 4959 AB,800975-6550,5226224.99,392,Hälsa,Malmö,kontakt@företag4959ab.se
Företag 4960 AB,301815-6924,43054010.22,46,Utbildning,Uppsala,kontakt@företag4960ab.se
Företag 4961 AB,868551-2295,44304684.1,390,Finans,Malmö,kontakt@företag4961ab.se
Företag 4962 AB,640795-1710,31860553.41,353,Finans,Malmö,kontakt@företag4962ab.se
Företag 4963 AB,475916-5190,16245236.48,488,IT,Västerås,kontakt@företag4963ab.se
Företag 4964 AB,847739-5410,11682561.38,318,Handel,Göteborg,kontakt@företag4964ab.se
Företag 4965 AB,985784-9495,49195030.94,355,Hälsa,Uppsala,kontakt@företag4965ab.se
Företag 4966 AB,414808-8847,10353669.6,433,Hälsa,Linköping,kontakt@företag4966ab.se
Företag 4967 AB,450162-3207,47216676.25,125,Handel,Malmö,kontakt@företag4967ab.se
Företag 4968 AB,878955-4190,22214865.08,405,Bygg,Västerås,kontakt@företag4968ab.se
Företag 4969 AB,692066-5001,9330080.81,322,Handel,Linköping,kontakt@företag4969ab.se
